U,N,run_level,Nabf_runs,Nrep,alpha,iota,R0,amplitude,cohort,gamma,sigma,mu,sigmaSE,rho,psi,g,abf_loglik,abf_loglik_se,notes
10,208,2,8,50000,1,0,25.973704375023,0.478071089506673,0,49.6704532324614,51.1536449208245,0.02,0.132998687782507,0.5,0.188136827441772,500,-8543.01094636702,0.218014885613304,sim_study_2
10,208,2,8,50000,1,0,27.3305335472614,0.534068254856305,0,52.1213795123162,48.3163434692643,0.02,0.133689654443281,0.5,0.167610539441482,600,-8537.93881503871,0.34385420160846,sim_study_2
10,208,2,8,50000,1,0,24.5193308479922,0.545646301248925,0,39.4279098399169,63.5284159680181,0.02,0.143011810843921,0.5,0.171909366402721,800,-8567.6358977949,0.228319293353876,sim_study_2
10,208,2,8,50000,1,0,22.0091013296976,0.464288002993489,0,65.8226377739903,43.8522059928852,0.02,0.12965349823243,0.5,0.185402289776018,700,-8577.82872746516,0.664131762422361,sim_study_2
10,208,2,8,50000,1,0,26.8112570611417,0.584506937345633,0,56.1278496671589,45.0078131915343,0.02,0.13943400315002,0.5,0.172516436035778,600,-8541.8292519746,0.335066226358435,sim_study_2
10,208,2,8,50000,1,0,21.1674781406465,0.471051781996332,0,52.1750501174594,61.6852191545036,0.02,0.130477239581932,0.5,0.182757164915739,1100,-8625.71629738116,0.518009725991439,sim_study_2
10,208,2,8,50000,1,0,20.8423574034885,0.504262836584758,0,64.3683927410571,45.5303644003005,0.02,0.130301117384106,0.5,0.174058903167267,900,-8611.6077027765,0.314544042232837,sim_study_2
10,208,2,8,50000,1,0,25.3212642598873,0.561004951967177,0,50.1460847668638,45.0280085094646,0.02,0.151037895143655,0.5,0.173221372842159,1000,-8564.71082776027,0.496121758118367,sim_study_2
10,208,2,8,50000,1,0,34.0915990700735,0.541078166887973,0,47.8187132935627,45.4999116155017,0.02,0.129729539874255,0.5,0.191204612978953,150,-8587.90944546112,0.49591439789542,sim_study_2
10,208,2,8,50000,1,0,35.4725946812866,0.55156539255998,0,41.9531938738726,51.3236441408953,0.02,0.135202352995649,0.5,0.188894048207373,150,-8582.94126971661,0.570461416746787,sim_study_2
10,208,2,8,50000,1,0,36.5774983892561,0.646984184868399,0,43.4621856605612,37.0175215422627,0.02,0.145813857547178,0.5,0.203155655504584,50,-8665.79856864698,0.197369093299536,sim_study_2
10,208,2,8,50000,1,0,37.3348524567676,0.56825049917925,0,47.0546398205962,45.1425915278227,0.02,0.127183474658118,0.5,0.188608397061599,100,-8631.73664253959,0.268913152386779,sim_study_2
10,208,2,8,50000,1,0,37.4172144039578,0.520505786858636,0,37.662843827115,69.3139069568894,0.02,0.12216906118748,0.5,0.19723075892039,100,-8633.682454461,0.858822016399356,sim_study_2
10,208,2,8,50000,1,0,30.6130577685078,0.531238838221697,0,51.564077080078,49.578552649217,0.02,0.120345227939131,0.5,0.185712803954647,150,-8573.03931544524,0.444734045174356,sim_study_2
10,208,2,8,50000,1,0,45.8822094573122,0.557676517534847,0,47.2456401721969,45.0835529342662,0.02,0.122140391139126,0.5,0.200221722184214,50,-8772.46708123042,1.09588357218425,sim_study_2
10,208,2,8,50000,1,0,34.984160444189,0.491325881862592,0,46.8045324250052,51.6418338622248,0.02,0.11003198692361,0.5,0.198442766945168,50,-8693.16701279639,0.431259852743276,sim_study_2
10,208,2,8,50000,1,0,34.0629194448125,0.522561059856425,0,48.8503616679098,51.7127623931444,0.02,0.11088612071448,0.5,0.188813301043427,100,-8637.34524009191,0.400558457294634,sim_study_2
