U,N,run_level,Nabf_runs,Nrep,alpha,iota,R0,amplitude,cohort,gamma,sigma,mu,sigmaSE,rho,psi,g,abf_loglik,abf_loglik_se,notes
10,208,2,8,60000,1,0,24.5193308479922,0.545646301248925,0,39.4279098399169,63.5284159680181,0.02,0.143011810843921,0.5,0.171909366402721,800,-8743.19255272381,8.79281271022984,sim_study_2
10,208,2,8,60000,1,0,20.8423574034885,0.504262836584758,0,64.3683927410571,45.5303644003005,0.02,0.130301117384106,0.5,0.174058903167267,900,-9534.54518941898,121.030328829589,sim_study_2
10,208,2,8,60000,1,0,22.0091013296976,0.464288002993489,0,65.8226377739903,43.8522059928852,0.02,0.12965349823243,0.5,0.185402289776018,700,-8774.7801205372,4.72793429137719,sim_study_2
10,208,2,8,60000,1,0,21.1674781406465,0.471051781996332,0,52.1750501174594,61.6852191545036,0.02,0.130477239581932,0.5,0.182757164915739,1100,-8873.26559546376,64.1364685476969,sim_study_2
10,208,2,8,60000,1,0,26.8112570611417,0.584506937345633,0,56.1278496671589,45.0078131915343,0.02,0.13943400315002,0.5,0.172516436035778,600,-8691.19825588372,2.19292127495228,sim_study_2
10,208,2,8,60000,1,0,37.4172144039578,0.520505786858636,0,37.662843827115,69.3139069568894,0.02,0.12216906118748,0.5,0.19723075892039,100,-8714.8588727786,1.20431767623688,sim_study_2
10,208,2,8,60000,1,0,35.4725946812866,0.55156539255998,0,41.9531938738726,51.3236441408953,0.02,0.135202352995649,0.5,0.188894048207373,150,-8688.25416145225,0.770798128375314,sim_study_2
10,208,2,8,60000,1,0,34.0915990700735,0.541078166887973,0,47.8187132935627,45.4999116155017,0.02,0.129729539874255,0.5,0.191204612978953,150,-8691.28242682183,0.666987093267724,sim_study_2
10,208,2,8,60000,1,0,25.3212642598873,0.561004951967177,0,50.1460847668638,45.0280085094646,0.02,0.151037895143655,0.5,0.173221372842159,1000,-8712.30844982089,4.40671092321725,sim_study_2
10,208,2,8,60000,1,0,45.8822094573122,0.557676517534847,0,47.2456401721969,45.0835529342662,0.02,0.122140391139126,0.5,0.200221722184214,50,-8781.90680491459,3.47451861952498,sim_study_2
10,208,2,8,60000,1,0,34.984160444189,0.491325881862592,0,46.8045324250052,51.6418338622248,0.02,0.11003198692361,0.5,0.198442766945168,50,-8728.08976189738,0.785093171421603,sim_study_2
10,208,2,8,60000,1,0,34.0629194448125,0.522561059856425,0,48.8503616679098,51.7127623931444,0.02,0.11088612071448,0.5,0.188813301043427,100,-8712.20008738122,0.465251677172837,sim_study_2
10,208,2,8,60000,1,0,36.5774983892561,0.646984184868399,0,43.4621856605612,37.0175215422627,0.02,0.145813857547178,0.5,0.203155655504584,50,-8717.57464800856,0.702970183174521,sim_study_2
10,208,2,8,60000,1,0,37.3348524567676,0.56825049917925,0,47.0546398205962,45.1425915278227,0.02,0.127183474658118,0.5,0.188608397061599,100,-8709.64704415387,2.12775222332412,sim_study_2
10,208,2,8,60000,1,0,30.6130577685078,0.531238838221697,0,51.564077080078,49.578552649217,0.02,0.120345227939131,0.5,0.185712803954647,150,-8681.31298812504,1.53274864543593,sim_study_2
10,208,2,8,60000,1,0,21.430626304474,0.487358050809411,0,53.2519753719269,50.0399158982836,0.02,0.13808856534961,0.5,0.171115149246801,1100,-8824.37707773338,26.5287107603619,sim_study_2
10,208,2,8,60000,1,0,22.9673605813208,0.520900154438252,0,55.1062872145851,42.4822565536655,0.02,0.150836167986485,0.5,0.173441468755153,800,-8755.87020228637,6.71150166200746,sim_study_2
10,208,2,8,60000,1,0,23.8425399221011,0.582787939452661,0,46.7467558531077,50.949779412856,0.02,0.147129006090882,0.5,0.180710571520819,1000,-8765.10786419896,14.831714873666,sim_study_2
10,208,2,8,60000,1,0,29.8537437801619,0.508965903612209,0,50.8041122306651,47.1919279662327,0.02,0.133697795984253,0.5,0.168165841470372,400,-8671.40385736246,0.538050906054441,sim_study_2
10,208,2,8,60000,1,0,26.8045165574555,0.517987204467763,0,47.7026181631631,50.8758425881542,0.02,0.134442428268628,0.5,0.177015524895842,500,-8681.50041940742,1.83002297139165,sim_study_2
10,208,2,8,60000,1,0,23.3657463435173,0.460009399097699,0,41.0853259711193,116.516453856175,0.02,0.108444031276367,0.5,0.184007733831967,400,-8764.34522173147,2.45563556793511,sim_study_2
10,208,2,8,60000,1,0,25.6106425244812,0.556026793707446,0,43.0806096239915,58.5673215918976,0.02,0.13762360862859,0.5,0.172538093244343,700,-8702.23296538893,3.82755958820634,sim_study_2
10,208,2,8,60000,1,0,24.1755937396699,0.4738078359366,0,70.7962097435483,44.4391171990773,0.02,0.121598026726303,0.5,0.181210207061889,400,-8693.97741427442,0.767905132704156,sim_study_2
10,208,2,8,60000,1,0,30.2406803643522,0.524227629632875,0,55.7845391230008,43.0275974304444,0.02,0.135299169631791,0.5,0.175577905581678,300,-8669.99648157908,1.97971633876838,sim_study_2
10,208,2,8,60000,1,0,27.5367790997258,0.54012534995353,0,53.158533018877,44.5105425099588,0.02,0.14575948477061,0.5,0.168023471299347,900,-8678.46993384901,0.453309675553172,sim_study_2
10,208,2,8,60000,1,0,24.9529298360643,0.541263249159893,0,45.1664719808978,46.1307228368709,0.02,0.151271917515544,0.5,0.179454908897432,600,-8718.43173714205,0.940472862459094,sim_study_2
10,208,2,8,60000,1,0,22.0748590723595,0.518678514765757,0,56.0585967047283,54.3399343747465,0.02,0.118794656232682,0.5,0.165622068042803,700,-8841.43718360551,568.186382592069,sim_study_2
10,208,2,8,60000,1,0,27.949472432794,0.526860822999876,0,46.9603712717821,54.0057187988077,0.02,0.130379962264479,0.5,0.173301133010153,300,-8673.37538283149,0.514012618097504,sim_study_2
10,208,2,8,60000,1,0,24.2311506153642,0.499546692676925,0,43.2134990981223,63.200232364274,0.02,0.13205037405233,0.5,0.179952143326948,500,-8731.4940366933,0.522874209156433,sim_study_2
10,208,2,8,60000,1,0,31.8602971879018,0.528214273231296,0,54.5927066435939,50.2021881987097,0.02,0.115782215068854,0.5,0.188796438238655,200,-8691.08028827695,0.353238543451515,sim_study_2
10,208,2,8,60000,1,0,23.8273717158034,0.572903349707123,0,52.2185501324986,48.6843859990602,0.02,0.138687481671735,0.5,0.177398352683945,1000,-8750.38190318915,4.91623861917063,sim_study_2
10,208,2,8,60000,1,0,25.973704375023,0.478071089506673,0,49.6704532324614,51.1536449208245,0.02,0.132998687782507,0.5,0.188136827441772,500,-8692.24167166265,0.725408003264433,sim_study_2
10,208,2,8,60000,1,0,37.2887592185086,0.554597183707981,0,39.8918038898319,55.3430144991603,0.02,0.133777939012262,0.5,0.186880955116683,200,-8701.34553214673,0.513322601428954,sim_study_2
10,208,2,8,60000,1,0,27.3305335472614,0.534068254856305,0,52.1213795123162,48.3163434692643,0.02,0.133689654443281,0.5,0.167610539441482,600,-8677.32931415147,0.856090972800331,sim_study_2
10,208,2,8,60000,1,0,25.7097268080925,0.488841552064369,0,51.2485450815869,55.9200922520102,0.02,0.123340605871526,0.5,0.179561606566591,300,-8689.26369555925,3.0830081944245,sim_study_2
10,208,2,8,60000,1,0,23.1624166408396,0.521900517058723,0,72.4018252247793,40.8465552637529,0.02,0.130817701172794,0.5,0.17963644269989,800,-8724.20799726119,6.68654709440891,sim_study_2
10,208,2,8,60000,1,0,22.752091972578,0.526387885608603,0,52.3881611574321,45.498493439049,0.02,0.144464356782999,0.5,0.172906551264807,900,-8779.51129942606,0.70457394008811,sim_study_2
10,208,2,8,60000,1,0,21.332837776164,0.458841154232065,0,59.6342086996535,54.8422835234587,0.02,0.12423529360019,0.5,0.173797537227258,1100,-8839.34344178624,9.07256624591381,sim_study_2
10,208,2,8,60000,1,0,32.0803953935476,0.518238740631201,0,46.0044698153551,58.1808976243319,0.02,0.124338629090971,0.5,0.168063150846782,200,-8676.95377855436,0.527449160486833,sim_study_2
10,208,2,8,60000,1,0,24.5193308479922,0.545646301248925,0,39.4279098399169,63.5284159680181,0.02,0.143011810843921,0.5,0.171909366402721,800,-8730.65141101533,18.3043420950428,sim_study_2
10,208,2,8,60000,1,0,20.8423574034885,0.504262836584758,0,64.3683927410571,45.5303644003005,0.02,0.130301117384106,0.5,0.174058903167267,900,-9522.58783814826,59.8151143368629,sim_study_2
10,208,2,8,60000,1,0,34.0629194448125,0.522561059856425,0,48.8503616679098,51.7127623931444,0.02,0.11088612071448,0.5,0.188813301043427,100,-8711.51505610975,0.309162658894793,sim_study_2
10,208,2,8,60000,1,0,26.8112570611417,0.584506937345633,0,56.1278496671589,45.0078131915343,0.02,0.13943400315002,0.5,0.172516436035778,600,-8688.42329750273,0.616384352997665,sim_study_2
10,208,2,8,60000,1,0,36.5774983892561,0.646984184868399,0,43.4621856605612,37.0175215422627,0.02,0.145813857547178,0.5,0.203155655504584,50,-8716.77950137524,0.48806907990507,sim_study_2
10,208,2,8,60000,1,0,25.3212642598873,0.561004951967177,0,50.1460847668638,45.0280085094646,0.02,0.151037895143655,0.5,0.173221372842159,1000,-8712.86874909544,0.753453127263535,sim_study_2
10,208,2,8,60000,1,0,22.0091013296976,0.464288002993489,0,65.8226377739903,43.8522059928852,0.02,0.12965349823243,0.5,0.185402289776018,700,-8770.96546141356,2.66360724457933,sim_study_2
10,208,2,8,60000,1,0,34.0915990700735,0.541078166887973,0,47.8187132935627,45.4999116155017,0.02,0.129729539874255,0.5,0.191204612978953,150,-8689.30463237934,0.560379046034898,sim_study_2
10,208,2,8,60000,1,0,21.1674781406465,0.471051781996332,0,52.1750501174594,61.6852191545036,0.02,0.130477239581932,0.5,0.182757164915739,1100,-8852.14599932652,19.7780109806095,sim_study_2
10,208,2,8,60000,1,0,34.984160444189,0.491325881862592,0,46.8045324250052,51.6418338622248,0.02,0.11003198692361,0.5,0.198442766945168,50,-8724.37576183069,1.2348203002484,sim_study_2
10,208,2,8,60000,1,0,45.8822094573122,0.557676517534847,0,47.2456401721969,45.0835529342662,0.02,0.122140391139126,0.5,0.200221722184214,50,-8781.02571533767,0.645388290186861,sim_study_2
10,208,2,8,60000,1,0,35.4725946812866,0.55156539255998,0,41.9531938738726,51.3236441408953,0.02,0.135202352995649,0.5,0.188894048207373,150,-8686.08846146113,1.12885224700881,sim_study_2
10,208,2,8,60000,1,0,30.6130577685078,0.531238838221697,0,51.564077080078,49.578552649217,0.02,0.120345227939131,0.5,0.185712803954647,150,-8679.25460455246,0.800900546551292,sim_study_2
10,208,2,8,60000,1,0,37.3348524567676,0.56825049917925,0,47.0546398205962,45.1425915278227,0.02,0.127183474658118,0.5,0.188608397061599,100,-8708.26803853997,2.79656099998391,sim_study_2
10,208,2,8,60000,1,0,37.4172144039578,0.520505786858636,0,37.662843827115,69.3139069568894,0.02,0.12216906118748,0.5,0.19723075892039,100,-8713.2619233979,0.696878333715427,sim_study_2
10,208,2,8,50000,1,0,21.332837776164,0.458841154232065,0,59.6342086996535,54.8422835234587,0.02,0.12423529360019,0.5,0.173797537227258,1100,-8615.48742637818,0.40109689039153,sim_study_2
10,208,2,8,50000,1,0,22.752091972578,0.526387885608603,0,52.3881611574321,45.498493439049,0.02,0.144464356782999,0.5,0.172906551264807,900,-8584.91345128588,0.275155473282338,sim_study_2
10,208,2,8,50000,1,0,24.9529298360643,0.541263249159893,0,45.1664719808978,46.1307228368709,0.02,0.151271917515544,0.5,0.179454908897432,600,-8561.12351305292,0.352354215002028,sim_study_2
10,208,2,8,50000,1,0,30.2406803643522,0.524227629632875,0,55.7845391230008,43.0275974304444,0.02,0.135299169631791,0.5,0.175577905581678,300,-8538.75536912019,0.291293738848649,sim_study_2
10,208,2,8,50000,1,0,22.9673605813208,0.520900154438252,0,55.1062872145851,42.4822565536655,0.02,0.150836167986485,0.5,0.173441468755153,800,-8575.79270903485,0.674819037560239,sim_study_2
10,208,2,8,50000,1,0,25.6106425244812,0.556026793707446,0,43.0806096239915,58.5673215918976,0.02,0.13762360862859,0.5,0.172538093244343,700,-8552.6436235604,0.403257134179291,sim_study_2
10,208,2,8,50000,1,0,27.949472432794,0.526860822999876,0,46.9603712717821,54.0057187988077,0.02,0.130379962264479,0.5,0.173301133010153,300,-8538.6408825567,0.431249519327953,sim_study_2
10,208,2,8,50000,1,0,24.2311506153642,0.499546692676925,0,43.2134990981223,63.200232364274,0.02,0.13205037405233,0.5,0.179952143326948,500,-8560.7127356444,0.366462488450874,sim_study_2
10,208,2,8,50000,1,0,23.1624166408396,0.521900517058723,0,72.4018252247793,40.8465552637529,0.02,0.130817701172794,0.5,0.17963644269989,800,-8565.093067344,0.2154815273302,sim_study_2
10,208,2,8,50000,1,0,23.8273717158034,0.572903349707123,0,52.2185501324986,48.6843859990602,0.02,0.138687481671735,0.5,0.177398352683945,1000,-8583.99721251223,0.416249739663463,sim_study_2
10,208,2,8,50000,1,0,23.3657463435173,0.460009399097699,0,41.0853259711193,116.516453856175,0.02,0.108444031276367,0.5,0.184007733831967,400,-8575.05929444502,0.271788251391897,sim_study_2
10,208,2,8,50000,1,0,23.8425399221011,0.582787939452661,0,46.7467558531077,50.949779412856,0.02,0.147129006090882,0.5,0.180710571520819,1000,-8585.13405629388,0.256186908912207,sim_study_2
10,208,2,8,50000,1,0,21.430626304474,0.487358050809411,0,53.2519753719269,50.0399158982836,0.02,0.13808856534961,0.5,0.171115149246801,1100,-8612.27152736367,0.659748546331413,sim_study_2
10,208,2,8,50000,1,0,29.8537437801619,0.508965903612209,0,50.8041122306651,47.1919279662327,0.02,0.133697795984253,0.5,0.168165841470372,400,-8536.54489749274,0.152688205732654,sim_study_2
10,208,2,8,50000,1,0,27.5367790997258,0.54012534995353,0,53.158533018877,44.5105425099588,0.02,0.14575948477061,0.5,0.168023471299347,900,-8553.65407369117,0.09596558881737,sim_study_2
10,208,2,8,50000,1,0,22.0748590723595,0.518678514765757,0,56.0585967047283,54.3399343747465,0.02,0.118794656232682,0.5,0.165622068042803,700,-8596.235153101,0.501715547766469,sim_study_2
10,208,2,8,50000,1,0,37.2887592185086,0.554597183707981,0,39.8918038898319,55.3430144991603,0.02,0.133777939012262,0.5,0.186880955116683,200,-8588.19589897129,0.329302120989617,sim_study_2
10,208,2,8,50000,1,0,32.0803953935476,0.518238740631201,0,46.0044698153551,58.1808976243319,0.02,0.124338629090971,0.5,0.168063150846782,200,-8555.80740704523,0.104614821419827,sim_study_2
10,208,2,8,50000,1,0,25.7097268080925,0.488841552064369,0,51.2485450815869,55.9200922520102,0.02,0.123340605871526,0.5,0.179561606566591,300,-8547.76540447296,0.253900539372918,sim_study_2
10,208,2,8,50000,1,0,31.8602971879018,0.528214273231296,0,54.5927066435939,50.2021881987097,0.02,0.115782215068854,0.5,0.188796438238655,200,-8573.5042533077,0.588633856404327,sim_study_2
10,208,2,8,50000,1,0,24.1755937396699,0.4738078359366,0,70.7962097435483,44.4391171990773,0.02,0.121598026726303,0.5,0.181210207061889,400,-8544.66033303576,0.76897896636783,sim_study_2
10,208,2,8,50000,1,0,26.8045165574555,0.517987204467763,0,47.7026181631631,50.8758425881542,0.02,0.134442428268628,0.5,0.177015524895842,500,-8539.12610366033,0.298348734767421,sim_study_2
